ID:9953 SKID:K1122+841.5  timeStamp:2025-03-28 08:08:24:557
ID:9953 SKID:K1122+623.5  timeStamp:2025-03-28 08:08:59:624
ID:9953 SKID:K1122+622  timeStamp:2025-03-28 08:08:59:804
ID:9953 SKID:K1122+621  timeStamp:2025-03-28 08:08:59:989
ID:9953 SKID:K1122+619.5  timeStamp:2025-03-28 08:09:00:168
ID:9953 SKID:K1122+618.5  timeStamp:2025-03-28 08:09:00:345
ID:9953 SKID:K1122+617.5  timeStamp:2025-03-28 08:09:00:528
ID:9953 SKID:K1122+616.5  timeStamp:2025-03-28 08:09:00:700
ID:9953 SKID:K1122+615  timeStamp:2025-03-28 08:09:00:876
ID:9953 SKID:K1122+613.5  timeStamp:2025-03-28 08:09:01:50
ID:9953 SKID:K1122+612.5  timeStamp:2025-03-28 08:09:01:226
ID:9953 SKID:K1122+611.5  timeStamp:2025-03-28 08:09:01:410
ID:9953 SKID:K1122+610.5  timeStamp:2025-03-28 08:09:01:587
ID:9953 SKID:K1122+609  timeStamp:2025-03-28 08:09:01:764
ID:9953 SKID:K1122+608  timeStamp:2025-03-28 08:09:01:967
ID:9953 SKID:K1122+607  timeStamp:2025-03-28 08:09:02:144
ID:9953 SKID:K1122+605.5  timeStamp:2025-03-28 08:09:02:330
ID:9953 SKID:K1122+604.5  timeStamp:2025-03-28 08:09:02:506
ID:9953 SKID:K1122+603  timeStamp:2025-03-28 08:09:02:693
ID:9953 SKID:K1122+602  timeStamp:2025-03-28 08:09:02:872
ID:9953 SKID:K1122+601  timeStamp:2025-03-28 08:09:03:57
ID:9953 SKID:K1122+599.5  timeStamp:2025-03-28 08:09:03:240
ID:9953 SKID:K1122+598.5  timeStamp:2025-03-28 08:09:03:417
ID:9953 SKID:K1122+597.5  timeStamp:2025-03-28 08:09:03:599
ID:9953 SKID:K1122+596  timeStamp:2025-03-28 08:09:03:776
ID:9953 SKID:K1122+595  timeStamp:2025-03-28 08:09:03:963
ID:9953 SKID:K1122+594  timeStamp:2025-03-28 08:09:04:145
ID:9953 SKID:K1122+592.5  timeStamp:2025-03-28 08:09:04:327
ID:9953 SKID:K1122+591.5  timeStamp:2025-03-28 08:09:04:511
ID:9953 SKID:K1122+590.5  timeStamp:2025-03-28 08:09:04:695
ID:9953 SKID:K1122+589  timeStamp:2025-03-28 08:09:04:891
ID:9953 SKID:K1122+588  timeStamp:2025-03-28 08:09:05:73
ID:9953 SKID:K1122+587  timeStamp:2025-03-28 08:09:05:249
ID:9953 SKID:K1122+585.5  timeStamp:2025-03-28 08:09:05:430
ID:9953 SKID:K1122+584.5  timeStamp:2025-03-28 08:09:05:618
ID:9953 SKID:K1122+583  timeStamp:2025-03-28 08:09:05:802
ID:9953 SKID:K1122+581  timeStamp:2025-03-28 08:09:06:163
ID:9953 SKID:K1122+582  timeStamp:2025-03-28 08:09:05:989
ID:9953 SKID:K1122+579.5  timeStamp:2025-03-28 08:09:06:331
ID:9953 SKID:K1122+578.5  timeStamp:2025-03-28 08:09:06:499
ID:9953 SKID:K1122+577.5  timeStamp:2025-03-28 08:09:06:672
ID:9953 SKID:K1122+576  timeStamp:2025-03-28 08:09:06:850
ID:9953 SKID:K1122+575  timeStamp:2025-03-28 08:09:07:31
ID:9953 SKID:K1122+574  timeStamp:2025-03-28 08:09:07:205
ID:9953 SKID:K1122+572.5  timeStamp:2025-03-28 08:09:07:679
ID:9953 SKID:K1122+571.5  timeStamp:2025-03-28 08:09:07:916
ID:9953 SKID:K1122+570  timeStamp:2025-03-28 08:09:08:86
ID:9953 SKID:K1122+569  timeStamp:2025-03-28 08:09:08:254
ID:9953 SKID:K1122+568  timeStamp:2025-03-28 08:09:08:421
ID:9953 SKID:K1122+567  timeStamp:2025-03-28 08:09:08:591
ID:9953 SKID:K1122+565.5  timeStamp:2025-03-28 08:09:08:764
ID:9953 SKID:K1122+564.5  timeStamp:2025-03-28 08:09:08:938
ID:9953 SKID:K1122+563.5  timeStamp:2025-03-28 08:09:09:107
ID:9953 SKID:K1122+562  timeStamp:2025-03-28 08:09:09:294
ID:9953 SKID:K1122+561  timeStamp:2025-03-28 08:09:09:468
ID:9953 SKID:K1122+559.5  timeStamp:2025-03-28 08:09:09:637
ID:9953 SKID:K1122+558.5  timeStamp:2025-03-28 08:09:09:814
ID:9953 SKID:K1122+557.5  timeStamp:2025-03-28 08:09:09:986
ID:9953 SKID:K1122+556  timeStamp:2025-03-28 08:09:10:155
ID:9953 SKID:K1122+555  timeStamp:2025-03-28 08:09:10:324
ID:9953 SKID:K1122+554  timeStamp:2025-03-28 08:09:10:502
ID:9953 SKID:K1122+552.5  timeStamp:2025-03-28 08:09:10:675
ID:9953 SKID:K1122+551.5  timeStamp:2025-03-28 08:09:10:852
ID:9953 SKID:K1122+550.5  timeStamp:2025-03-28 08:09:11:34
ID:9953 SKID:K1122+549.5  timeStamp:2025-03-28 08:09:11:206
ID:9953 SKID:K1122+548  timeStamp:2025-03-28 08:09:11:374
ID:9953 SKID:K1122+546.5  timeStamp:2025-03-28 08:09:11:545
ID:9953 SKID:K1122+545.5  timeStamp:2025-03-28 08:09:11:712
ID:9953 SKID:K1122+544.5  timeStamp:2025-03-28 08:09:11:883
ID:9953 SKID:K1122+543.5  timeStamp:2025-03-28 08:09:12:51
ID:9953 SKID:K1122+542  timeStamp:2025-03-28 08:09:12:222
ID:9953 SKID:K1122+541  timeStamp:2025-03-28 08:09:12:392
ID:9953 SKID:K1122+540  timeStamp:2025-03-28 08:09:12:561
ID:9953 SKID:K1122+538.5  timeStamp:2025-03-28 08:09:12:728
ID:9953 SKID:K1122+537.5  timeStamp:2025-03-28 08:09:12:894
ID:9953 SKID:K1122+536  timeStamp:2025-03-28 08:09:13:61
ID:9953 SKID:K1122+535  timeStamp:2025-03-28 08:09:13:226
ID:9953 SKID:K1122+534  timeStamp:2025-03-28 08:09:13:398
ID:9953 SKID:K1122+532.5  timeStamp:2025-03-28 08:09:13:561
ID:9953 SKID:K1122+531.5  timeStamp:2025-03-28 08:09:13:721
ID:9953 SKID:K1122+530.5  timeStamp:2025-03-28 08:09:13:886
ID:9953 SKID:K1122+529  timeStamp:2025-03-28 08:09:14:51
ID:9953 SKID:K1122+528  timeStamp:2025-03-28 08:09:14:218
ID:9953 SKID:K1122+527  timeStamp:2025-03-28 08:09:14:378
ID:9953 SKID:K1122+525.5  timeStamp:2025-03-28 08:09:14:537
ID:9953 SKID:K1122+524.5  timeStamp:2025-03-28 08:09:14:693
ID:9953 SKID:K1122+523.5  timeStamp:2025-03-28 08:09:14:857
ID:9953 SKID:K1122+522  timeStamp:2025-03-28 08:09:15:16
ID:9953 SKID:K1122+521  timeStamp:2025-03-28 08:09:15:459
ID:9953 SKID:K1122+519.5  timeStamp:2025-03-28 08:09:15:691
ID:9953 SKID:K1122+518.5  timeStamp:2025-03-28 08:09:15:864
ID:9953 SKID:K1122+517.5  timeStamp:2025-03-28 08:09:16:31
ID:9953 SKID:K1122+516.5  timeStamp:2025-03-28 08:09:16:195
ID:9953 SKID:K1122+515  timeStamp:2025-03-28 08:09:16:358
ID:9953 SKID:K1122+514  timeStamp:2025-03-28 08:09:16:519
ID:9953 SKID:K1122+512.5  timeStamp:2025-03-28 08:09:16:689
ID:9953 SKID:K1122+511.5  timeStamp:2025-03-28 08:09:16:871
ID:9953 SKID:K1122+510.5  timeStamp:2025-03-28 08:09:17:34
ID:9953 SKID:K1122+509  timeStamp:2025-03-28 08:09:17:192
ID:9953 SKID:K1122+508  timeStamp:2025-03-28 08:09:17:351
ID:9953 SKID:K1122+507  timeStamp:2025-03-28 08:09:17:509
ID:9953 SKID:K1122+505.5  timeStamp:2025-03-28 08:09:17:668
ID:9953 SKID:K1122+504.5  timeStamp:2025-03-28 08:09:17:842
ID:9953 SKID:K1122+503.5  timeStamp:2025-03-28 08:09:18:08
ID:9953 SKID:K1122+502  timeStamp:2025-03-28 08:09:18:169
ID:9953 SKID:K1122+501  timeStamp:2025-03-28 08:09:18:335
ID:9953 SKID:K1122+500  timeStamp:2025-03-28 08:09:18:491
ID:9953 SKID:K1122+498.5  timeStamp:2025-03-28 08:09:18:653
ID:9953 SKID:K1122+497.5  timeStamp:2025-03-28 08:09:18:819
ID:9953 SKID:K1122+496  timeStamp:2025-03-28 08:09:18:991
ID:9953 SKID:K1122+495  timeStamp:2025-03-28 08:09:19:151
ID:9953 SKID:K1122+494  timeStamp:2025-03-28 08:09:19:323
ID:9953 SKID:K1122+493  timeStamp:2025-03-28 08:09:19:484
ID:9953 SKID:K1122+491.5  timeStamp:2025-03-28 08:09:19:646
ID:9953 SKID:K1122+490.5  timeStamp:2025-03-28 08:09:19:805
ID:9953 SKID:K1122+489  timeStamp:2025-03-28 08:09:19:970
ID:9953 SKID:K1122+488  timeStamp:2025-03-28 08:09:20:130
ID:9953 SKID:K1122+487  timeStamp:2025-03-28 08:09:20:290
ID:9953 SKID:K1122+485.5  timeStamp:2025-03-28 08:09:20:449
ID:9953 SKID:K1122+484.5  timeStamp:2025-03-28 08:09:20:602
ID:9953 SKID:K1122+483  timeStamp:2025-03-28 08:09:20:751
ID:9953 SKID:K1122+482  timeStamp:2025-03-28 08:09:20:905
ID:9953 SKID:K1122+481  timeStamp:2025-03-28 08:09:21:61
ID:9953 SKID:K1122+479.5  timeStamp:2025-03-28 08:09:21:216
ID:9953 SKID:K1122+478.5  timeStamp:2025-03-28 08:09:21:367
ID:9953 SKID:K1122+477.5  timeStamp:2025-03-28 08:09:21:519
ID:9953 SKID:K1122+476.5  timeStamp:2025-03-28 08:09:21:670
ID:9953 SKID:K1122+475  timeStamp:2025-03-28 08:09:21:816
ID:9953 SKID:K1122+474  timeStamp:2025-03-28 08:09:21:972
ID:9953 SKID:K1122+472.5  timeStamp:2025-03-28 08:09:22:120
ID:9953 SKID:K1122+471.5  timeStamp:2025-03-28 08:09:22:273
ID:9953 SKID:K1122+470.5  timeStamp:2025-03-28 08:09:22:434
ID:9953 SKID:K1122+469  timeStamp:2025-03-28 08:09:22:588
ID:9953 SKID:K1122+468  timeStamp:2025-03-28 08:09:22:990
ID:9953 SKID:K1122+467  timeStamp:2025-03-28 08:09:23:238
ID:9953 SKID:K1122+465.5  timeStamp:2025-03-28 08:09:23:398
ID:9953 SKID:K1122+464.5  timeStamp:2025-03-28 08:09:23:556
ID:9953 SKID:K1122+463.5  timeStamp:2025-03-28 08:09:23:716
ID:9953 SKID:K1122+462  timeStamp:2025-03-28 08:09:23:875
ID:9953 SKID:K1122+461  timeStamp:2025-03-28 08:09:24:39
ID:9953 SKID:K1122+460  timeStamp:2025-03-28 08:09:24:197
ID:9953 SKID:K1122+458.5  timeStamp:2025-03-28 08:09:24:352
ID:9953 SKID:K1122+457.5  timeStamp:2025-03-28 08:09:24:509
ID:9953 SKID:K1122+456.5  timeStamp:2025-03-28 08:09:24:677
ID:9953 SKID:K1122+455  timeStamp:2025-03-28 08:09:24:832
ID:9953 SKID:K1122+454  timeStamp:2025-03-28 08:09:24:995
ID:9953 SKID:K1122+453  timeStamp:2025-03-28 08:09:25:150
ID:9953 SKID:K1122+451.5  timeStamp:2025-03-28 08:09:25:307
ID:9953 SKID:K1122+450.5  timeStamp:2025-03-28 08:09:25:468
ID:9953 SKID:K1122+449.5  timeStamp:2025-03-28 08:09:25:626
ID:9953 SKID:K1122+448.5  timeStamp:2025-03-28 08:09:25:779
ID:9953 SKID:K1122+447  timeStamp:2025-03-28 08:09:25:935
ID:9953 SKID:K1122+445.5  timeStamp:2025-03-28 08:09:26:93
ID:9953 SKID:K1122+444.5  timeStamp:2025-03-28 08:09:26:252
ID:9953 SKID:K1122+443.5  timeStamp:2025-03-28 08:09:26:407
ID:9953 SKID:K1122+442.5  timeStamp:2025-03-28 08:09:26:570
ID:9953 SKID:K1122+441  timeStamp:2025-03-28 08:09:26:735
ID:9953 SKID:K1122+440  timeStamp:2025-03-28 08:09:26:900
ID:9953 SKID:K1122+438.5  timeStamp:2025-03-28 08:09:27:60
ID:9953 SKID:K1122+437.5  timeStamp:2025-03-28 08:09:27:239
ID:9953 SKID:K1122+436.5  timeStamp:2025-03-28 08:09:27:416
ID:9953 SKID:K1122+435.5  timeStamp:2025-03-28 08:09:27:599
ID:9953 SKID:K1122+434  timeStamp:2025-03-28 08:09:27:783
ID:9953 SKID:K1122+433  timeStamp:2025-03-28 08:09:27:961
ID:9953 SKID:K1122+431.5  timeStamp:2025-03-28 08:09:28:145
ID:9953 SKID:K1122+430.5  timeStamp:2025-03-28 08:09:28:353
ID:9953 SKID:K1122+429.5  timeStamp:2025-03-28 08:09:28:556
ID:9953 SKID:K1122+428  timeStamp:2025-03-28 08:09:28:739
ID:9953 SKID:K1122+427  timeStamp:2025-03-28 08:09:28:918
ID:9953 SKID:K1122+426  timeStamp:2025-03-28 08:09:29:96
ID:9953 SKID:K1122+425  timeStamp:2025-03-28 08:09:29:270
ID:9953 SKID:K1122+423.5  timeStamp:2025-03-28 08:09:29:444
ID:9953 SKID:K1122+422.5  timeStamp:2025-03-28 08:09:29:617
ID:9953 SKID:K1122+421  timeStamp:2025-03-28 08:09:29:792
ID:9953 SKID:K1122+420  timeStamp:2025-03-28 08:09:29:974
ID:9953 SKID:K1122+419  timeStamp:2025-03-28 08:09:30:176
ID:9953 SKID:K1122+417.5  timeStamp:2025-03-28 08:09:30:354
ID:9953 SKID:K1122+416.5  timeStamp:2025-03-28 08:09:30:788
ID:9953 SKID:K1122+415  timeStamp:2025-03-28 08:09:31:39
ID:9953 SKID:K1122+414  timeStamp:2025-03-28 08:09:31:218
ID:9953 SKID:K1122+413  timeStamp:2025-03-28 08:09:31:402
